move_name,type,category,power,accuracy,pp,makes_contact,introduced,effect,z_effect
Mud Sport,Ground,Status,,,15,false,3,Mud Sportreduces the power ofElectrictype moves by 50%. The effect applies to the entire field.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Mud Sportturns intoZ-Mud Sportand raises Special Defense one stage, in addition to its usual effect as above."
Reflect,Psychic,Status,,,20,false,1,"Reflectreduces damage from Physical attacks by 50%, for 5 turns. Its effects apply to all Pokémon on the user's side of the field.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Reflectturns intoZ-Reflectand raises Defense one stage, in addition to its usual effect as above."
Wish,Normal,Status,,,10,false,3,"The user recovers HP in the following turn.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Wishturns intoZ-Wishand raises Special Defense one stage, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Wishturns intoZ-Wishand raises Special Defense one stage, in addition to its usual effect as above."
Hydro Steam,Water,Special,80,100,15,false,9,"Hydro Steamdeals damage, and its power is boosted by 50% in harsh sunlight, instead of being reduced.",
Dragon Hammer,Dragon,Physical,90,100,15,true,7,"The user uses its body like a hammer to attack the target and inflict damage.Z-Move effectsWhen a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Hammerturns intoDevastating Drakeand has base power175.","When a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Hammerturns intoDevastating Drakeand has base power175."
Veevee Volley,Normal,Physical,,,20,true,7,"Veevee Volleyis an Eevee-exclusivePartner Powerfrom Pokémon Let's Go. The power increases when Eevee's Friendship is higher (similar toReturn), up to a maximum base power of102.",
Rage Fist,Ghost,Physical,50,100,10,true,9,"The more times the user has been hit by attacks, the greater the move's power.",
Synthesis,Grass,Status,,,5,false,2,"User recovers HP. Amount varies with the weather.Z-Move effectsWhen a Pokémon is holdingGrassium Zand uses its Z-Power,Synthesisturns intoZ-Synthesisand eliminates any stat drops applied to the user, in addition to its usual effect as above.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Synthesisturns intoZ-Synthesisand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Heal Pulse,Psychic,Status,,,10,false,5,Heal Pulserestores half of the target's maximum HP. It can be used on team-mates but not on itself.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Heal Pulseturns intoZ-Heal Pulseand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Steamroller,Bug,Physical,65,100,20,true,5,Steamrollerdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingBuginium Zand uses its Z-Power,Steamrollerturns intoSavage Spin-Outand has base power120."
Double Hit,Normal,Physical,35,90,10,true,4,Double Hitdeals damage and will strike twice (with 35 base power each time).,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Double Hitturns intoBreakneck Blitzand has base power140."
Freezing Glare,Psychic,Special,90,100,10,false,8,May freeze opponent.							(10% chance),
Corrosive Gas,Poison,Status,,100,40,false,8,The user surrounds everything around it with highly acidic gas and melts away items they hold.,
Aeroblast,Flying,Special,100,95,5,false,2,Aeroblastdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingFlyinium Zand uses its Z-Power,Aeroblastturns intoSupersonic Skystrikeand has base power180."
Tidy Up,Normal,Status,,,10,false,9,"Removes the effects of entry hazards and Substitute, and boosts user’s Attack and Speed.",
Signal Beam,Bug,Special,75,100,15,false,3,Signal Beamdeals damage and has a 10% chance ofconfusingthe target.,"When a Pokémon is holdingBuginium Zand uses its Z-Power,Signal Beamturns intoSavage Spin-Outand has base power140."
Armor Cannon,Fire,Special,120,100,5,false,9,"Armor Cannondeals damage, but lowers the user's Defense and Special Defense stats by one stage each after attacking.",
Shadow Sneak,Ghost,Physical,40,100,30,true,4,Shadow Sneakdeals damage and has a priority of +1.,"When a Pokémon is holdingGhostium Zand uses its Z-Power,Shadow Sneakturns intoNever-Ending Nightmareand has base power100."
Glitzy Glow,Psychic,Special,90,100,15,false,7,"Glitzy Glowdeals damage and reduces damage from Special attacks by 50%, for 5 turns (similar toLight Screen).",
Recover,Normal,Status,,,5,false,1,Recoverrestores up to 50% of the user's maximum HP.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Recoverturns intoZ-Recoverand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Eerie Spell,Psychic,Special,80,100,5,false,8,Eerie Spelldeals damage and reduces the PP of the target's last-used move by 3.,
Rising Voltage,Electric,Special,70,100,20,false,8,The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.,
Twister,Dragon,Special,40,100,20,false,2,Twisterdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingDragonium Zand uses its Z-Power,Twisterturns intoDevastating Drakeand has base power100."
Shadow Bone,Ghost,Physical,85,100,10,false,7,"May lower opponent's Defense.							(20% chance)Z-Move effectsWhen a Pokémon is holdingGhostium Zand uses its Z-Power,Shadow Boneturns intoNever-Ending Nightmareand has base power160.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Shadow Boneturns intoNever-Ending Nightmareand has base power160."
Flamethrower,Fire,Special,90,100,15,false,1,Flamethrowerdeals damage and has a 10% chance of burning the target.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Flamethrowerturns intoInferno Overdriveand has base power175."
Stored Power,Psychic,Special,20,100,10,false,5,"Stored Powerdeals varying damage based on the user's stat increases. It starts at base power 20 and increases by 20 for each net stat boost the user has received, including Evasion and Accuracy. In other words the power is:","When a Pokémon is holdingPsychium Zand uses its Z-Power,Stored Powerturns intoShattered Psycheand has base power160."
Amnesia,Psychic,Status,,,20,false,1,Amnesiaraises the user's Special Defense by two stages.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Amnesiaturns intoZ-Amnesiaand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Sappy Seed,Grass,Physical,90,100,15,false,7,Sappy Seeddeals damage and plants a seed on the target that drains1⁄8of its maximum HP at the end of each turn (similar toLeech Seed).,
Double Slap,Normal,Physical,15,85,10,true,1,"Double Slaphits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Double Slapturns intoBreakneck Blitzand has base power100."
Zing Zap,Electric,Physical,80,100,10,true,7,"May cause flinching.							(30% chance)Z-Move effectsWhen a Pokémon is holdingElectrium Zand uses its Z-Power,Zing Zapturns intoGigavolt Havocand has base power160.","When a Pokémon is holdingElectrium Zand uses its Z-Power,Zing Zapturns intoGigavolt Havocand has base power160."
Aromatic Mist,Fairy,Status,,,20,false,6,Aromatic Mistraises the Special Defense of a teammate by one stage.,"When a Pokémon is holdingFairium Zand uses its Z-Power,Aromatic Mistturns intoZ-Aromatic Mistand raises Special Defense two stages, in addition to its usual effect as above."
Boomburst,Normal,Special,140,100,10,false,6,"Boomburstdeals massive damage and targets all adjacent Pokémon in battle, including allies.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Boomburstturns intoBreakneck Blitzand has base power200."
Eruption,Fire,Special,150,100,5,false,3,Eruptioninflicts more damage when the user's HP is higher. At full HP its base power is150and it decreases in proportion - i.e. the power is:,"When a Pokémon is holdingFirium Zand uses its Z-Power,Eruptionturns intoInferno Overdriveand has base power200."
Kinesis,Psychic,Status,,80,15,false,1,Kinesislowers the target's Accuracy by one stage.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Kinesisturns intoZ-Kinesisand raises Evasiveness one stage, in addition to its usual effect as above."
Hex,Ghost,Special,65,100,10,false,5,"Hexinflicts damage, but if the target has a major status ailment (i.e. is burned, poisoned, paralyzed, asleep or frozen) it will double in power to 130.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Hexturns intoNever-Ending Nightmareand has base power160."
Horn Leech,Grass,Physical,75,100,10,true,5,Horn Leechdeals damage and the user will recover 50% of the HP drained.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Horn Leechturns intoBloom Doomand has base power140."
Icicle Crash,Ice,Physical,85,90,10,false,5,Icicle Crashdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingIcium Zand uses its Z-Power,Icicle Crashturns intoSubzero Slammerand has base power160."
Hold Hands,Normal,Status,,,40,false,6,"Makes the user and an ally very happy.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Hold Handsturns intoZ-Hold Handsand raises all stats one stage each, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Hold Handsturns intoZ-Hold Handsand raises all stats one stage each, in addition to its usual effect as above."
Mind Blown,Fire,Special,150,100,5,false,7,"Mind Blowndeals damage, but the user sacrifices1⁄2of its maximum HP in recoil.","When a Pokémon is holdingFirium Zand uses its Z-Power,Mind Blownturns intoInferno Overdriveand has base power200."
Noble Roar,Normal,Status,,100,30,false,6,Noble Roarlowers the target's Attack and Special Attack by one stage each.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Noble Roarturns intoZ-Noble Roarand raises Defense one stage, in addition to its usual effect as above."
Facade,Normal,Physical,70,100,20,true,3,"Facadedeals damage, and hits with double power (140) if the user is burned, poisoned or paralyzed.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Facadeturns intoBreakneck Blitzand has base power140."
Lava Plume,Fire,Special,80,100,15,false,4,Lava Plumedeals damage and has a 30% chance of burning the target.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Lava Plumeturns intoInferno Overdriveand has base power160."
Absorb,Grass,Special,20,100,25,false,1,Absorbdeals damage and the user will recover 50% of the HP drained.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Absorbturns intoBloom Doomand has base power100."
Aromatherapy,Grass,Status,,,5,false,3,"Cures all status problems in your party.Z-Move effectsWhen a Pokémon is holdingGrassium Zand uses its Z-Power,Aromatherapyturns intoZ-Aromatherapyand fully restores the user's HP, in addition to its usual effect as above.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Aromatherapyturns intoZ-Aromatherapyand fully restores the user's HP, in addition to its usual effect as above."
Lunge,Bug,Physical,80,100,15,true,7,"The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.							(100% chance)Z-Move effectsWhen a Pokémon is holdingBuginium Zand uses its Z-Power,Lungeturns intoSavage Spin-Outand has base power160.","When a Pokémon is holdingBuginium Zand uses its Z-Power,Lungeturns intoSavage Spin-Outand has base power160."
Spirit Break,Fairy,Physical,75,100,15,true,8,Spirit Breakdeals damage and lowers the target's Special Attack by one stage. Stats can be lowered to a minimum of -6 stages each.,
Soft-Boiled,Normal,Status,,,5,false,1,Soft-Boiledrecovers up to 50% of the user's maximum HP.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Soft-Boiledturns intoZ-Soft-Boiledand eliminates any stat drops applied to the user, in addition to its usual effect as above.Outside of battleIn the field, usingSoft-Boiledwill take away 20% of the user's maximum HP and give it to another Pokémon. (It is unusable if the user's HP is below 20%.)"
Dragon Ascent,Flying,Physical,120,100,5,true,6,Dragon Ascentdeals damage but lowers the user's Defense and Special Defense by one stage each after attacking.,"When a Pokémon is holdingFlyinium Zand uses its Z-Power,Dragon Ascentturns intoSupersonic Skystrikeand has base power190."
Mega Kick,Normal,Physical,120,75,5,true,1,Mega Kickdeals damage with no additional effect.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Mega Kickturns intoBreakneck Blitzand has base power190."
